Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Working Industry,Employer Type,Job Role,Job Title,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Work if FI,Intended Retirement Age,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Professional & Business Services,Private corporation,Program staff,Project Manager,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,Euros (EUR),26-30,Married,,2,Financial Services,Private corporation,Management - Middle / Lower,,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Professional & Business Services,Private corporation,Program staff,Project Manager,For an organization,,,,Own,71-80,No,,0,,,,,36000.0,Yes,Undecided,,,,260000.0,183500.0,57040.0,57040.0,2022
2,Yes,United States Dollars (USD),41-45,Married,,,"Agriculture, Forestry, Fishing",Public agency (Government),Professional (non-licensed),,,For an organization,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Information Technology (incl. software engineering),Public agency (Government),Information technology,sys admin,For an organization,,,,Own,61-70,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Professional & Business Services,Public corporation,Management - Upper,Ops,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),56-60,Divorced,,,Healthcare,Public corporation,Professional (non-licensed),Retired,,,,"For an organization,For myself",Rent,61-70,Yes,,,Yes,,,,,,,2000000.0,1.8,83000,4536900.0,1600.0,68000.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Private corporation,Information technology,Technical Services Team Lead,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,3,Professional & Business Services,Private corporation,Consultant,Senior Analyst,For an organization,,,,Rent,81-90,No,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Professional & Business Services,Private corporation,,,For an organization,,,,Rent,81-90,No,,,,,,,,,,,,,572150.0,0.0,0.0,0.0,2022
2,No,Canadian Dollars (CAD),31-35,Married,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,,Education,Public agency (Government),,Phd student,For an organization,,,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,2,Engineering (NOT software),Public corporation,Management - Middle / Lower,Fab Engineering Manager,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),46-50,Married,1,0,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Data Center Manager,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,3,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,0,Other Services,Private corporation,Professional (licensed / certificated),Lawyer,For an organization,,,,Own,111-120,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,3,Education,Public agency (Government),Professional (licensed / certificated),Special Ed Teacher,For an organization,,,,Live with family or friends,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Sales,Sales Engineer,For an organization,,,,Rent,61-70,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Australian Dollars (AUD),46-50,Married,,,Engineering (NOT software),Public corporation,Management - Middle / Lower,Engineering Manager,For an organization,,,,Own,81-90,Yes,,,Yes,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,1,"Arts, Entertainment, Recreation",Private corporation,Customer service,Production Assistant,For an organization,,,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Engineering (NOT software),Public agency (Government),Professional (non-licensed),Scientist,,,For an organization,For myself,Nomadic,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),51-55,Married,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Engineering (NOT software),Public corporation,Professional (non-licensed),Cyber Systems Engineer,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,,Manufacturing,Public corporation,Management - Middle / Lower,manager,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Healthcare,Private corporation,Professional (licensed / certificated),Associate General Counsel,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Professional & Business Services,Private corporation,Professional (licensed / certificated),,For an organization,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,2,Financial Services,Private corporation,Sales,Financial consultant,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Manufacturing,Public corporation,Professional (non-licensed),Scientist,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,,Education,Public agency (Government),Professional (licensed / certificated),Phd student,For an organization,,,,Rent,81-90,No,175000.0,28,,175000.0,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Professional & Business Services,Public corporation,Program staff,Data analyst,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),46-50,Married,,,Retail,Self-employed,Management - Upper,boss,,,For myself,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Engineering (NOT software),Public corporation,Management - Middle / Lower,,For an organization,,,,Own,61-70,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,1,Healthcare,Private corporation,Professional (licensed / certificated),,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,Euros (EUR),36-40,"Single, never married",,,Public Administration (Civilian Government),Public agency (Government),Administrative staff,Staff member,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),51-55,"Divorced - In a relationship, but not married",2,0,Public Administration (Civilian Government),Public corporation,Management - Middle / Lower,Research manager,For an organization,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Divorced - Remarried,1,0,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Information Technology (incl. software engineering),Public agency (Government),Information technology,Sys admin,For an organization,,,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Professional & Business Services,Nonprofit corporation,Management - Middle / Lower,,For myself,,,,Own,1-20,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,Australian Dollars (AUD),<20,"In a relationship, but not married",,3,Construction,Private corporation,General labor,Labourer,,For an organization,,,Live with family or friends,1-20,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Military,Public agency (Government),Management - Middle / Lower,Division Head,For an organization,,,,Rent,111-120,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,3,0,Professional & Business Services,Self-employed,Professional (licensed / certificated),Attorney,,,For an organization,,Own,71-80,Yes,,,Yes,,,,,,,1300000.0,0.0,0,1800000.0,0.0,60000.0,10000.0,2022
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,1,Education,Private corporation,Information technology,director of IT,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,Married,1,0,Information Technology (incl. software engineering),Private corporation,Information technology,,For an organization,,For myself,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Military,Public agency (Government),Management - Middle / Lower,,For an organization,,,,Rent,51-60,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Financial Services,Public corporation,Professional (non-licensed),State Analyst,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Professional & Business Services,Nonprofit corporation,Professional (non-licensed),Research Manager,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,2,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,3,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
3,No,Euros (EUR),31-35,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,,For an organization,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,Married,,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Deep learning engineer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),46-50,Married,2,0,Financial Services,Public corporation,Information technology,Senior Software Developer,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,Financial Services,Private corporation,Professional (non-licensed),Auditor,For an organization,,,,Rent,51-60,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Engineering (NOT software),Public corporation,Management - Middle / Lower,Development manager,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Engineering (NOT software),Public corporation,Management - Middle / Lower,Development manager,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,0,Financial Services,Private corporation,Professional (licensed / certificated),Experience Owner,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Professional & Business Services,Private corporation,Professional (licensed / certificated),Senior Associate,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,1,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Engineering Manager,,For myself,,,Own,141-150,Yes,,,No,,,,200000.0,No,Undecided,3000000.0,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),56-60,Married,1,0,Professional & Business Services,Private corporation,Information technology,,,,,"For an organization,For myself",Own,81-90,Yes,,,Yes,,,,,,,4000000.0,1.4,58000,4941000.0,0.0,80429.0,31610.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Engineering (NOT software),Public corporation,Professional (licensed / certificated),Electrical Engineer III,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),46-50,Married,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),46-50,Married,,,Construction,Private corporation,Management - Upper,Director,For an organization,,,,Own,91-100,No,2500000.0,26,,2500000.0,,30000.0,100000.0,Undecided,56-60,,,,1821000.0,793500.0,118000.0,263390.0,2022
1,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Transportation,Public corporation,Information technology,Data Analyst,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),,,,,,,,,,,,,,,No,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,United States Dollars (USD),,,,,,,,,,,,,,,No,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,Married,1,1,Energy,Public corporation,Administrative staff,Analyst,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,"Divorced - In a relationship, but not married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Healthcare,Public corporation,Management - Middle / Lower,Senior Manager,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Engineering Manager,For an organization,,,,Own,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,"Arts, Entertainment, Recreation",Nonprofit corporation,Management - Upper,Director,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,Engineering (NOT software),Public agency (Government),Professional (non-licensed),,,,,,Rent,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Professional & Business Services,Private corporation,Consultant,Analytics Consultant,For an organization,,,,Own,61-70,No,1500000.0,,,,,,,No,51-55,,,,625000.0,275500.0,0.0,200000.0,2022
2,Yes,United States Dollars (USD),46-50,Married,2,2,Military,Public agency (Government),Management - Middle / Lower,Project officer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Other Services,Private corporation,Professional (licensed / certificated),associate attorney,For an organization,,,,Rent,41-50,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,For an organization,,,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"Single, never married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"Single, never married",,,Financial Services,Public corporation,Customer service,Teller,For an organization,,,,Rent,141-150,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,1,Financial Services,Private corporation,Professional (licensed / certificated),Financial Planner,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,Euros (EUR),41-45,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public agency (Government),Information technology,Engineer,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,Married,,,Leisure & Hospitality,Self-employed,Marketing,Creative Director,For an organization,,For an organization,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
