Number of Contributors,Reside in US,Age,Relationship Status,Country,Currency Used,Financially Independent,FI Number,Percent of FI Amount,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,FI Number [Retired],Retired,Intended Retirement Age,Work if FI,Annual Withdrawal Rate,Annual Withdrawal Amount,Working Industry,Employer Type,Job Role,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,Yes,24-28,"Single, never married",,USD,No,1000000.0,40.0,2000000.0,3.5,30000.0,30000.0,,,54-58,Undecided,,,Construction,Private corporation,Skilled Laborer / Skilled Trade,,,,For an Organization (Employed),Live with family or friends,81-90,332000.0,0.0,5400.0,29067.0,2020
2,Yes,24-28,Married,,USD,No,3000000.0,5.0,5000000.0,3.5,0.0,105000.0,,,54-58,No,,,Professional & Business Services,Private corporation,Information Technology,For an Organization (Employed),,,,Rent,61-70,175000.0,38000.0,98500.00001,120000.0,2020
2,Yes,34-38,Married,,USD,No,3000000.0,80.0,600000.0,2.0,50000.0,75000.0,,,54-58,Yes,,,Professional & Business Services,Nonprofit corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,81-90,2913565.0,3000.0,254220.0,252360.0,2020
1,Yes,29-33,"In a relationship, but not married",,USD,No,1000000.0,10.0,1500000.0,4.0,30000.0,60000.0,,,49-53,No,,,Construction,Public corporation,Management - Middle / Lower,For an Organization (Employed),,,,Rent,81-90,113500.0,0.0,92700.0,115000.0,2020
1,Yes,34-38,"In a relationship, but not married",,USD,No,5000000.0,20.0,5000000.0,3.0,7200.0,100000.0,,,49-53,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,1-20,786000.0,6000.0,185199.0,280000.0,2020
2,Yes,39-43,Married,,USD,No,5000000.0,55.0,5000000.0,3.5,24000.0,135000.0,,,49-53,Yes,,,Professional & Business Services,Private corporation,Management - Upper,For an Organization (Employed),,,,Own,71-80,3230000.0,214000.0,244500.0,290000.0,2020
2,Yes,39-43,Married,,USD,Yes,,,,,,,1500000.0,No,Undecided,No,,,Financial Services,Self-employed,Administrative staff,,"For an Organization (Employed), For Myself (Self-Employed)",,,Own,81-90,1830300.0,260000.0,6350.0,90000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1000000.0,15.0,1000000.0,4.0,,40000.0,,,34-38,Undecided,,,Manufacturing,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,71-80,189000.0,7000.0,60750.0,73000.0,2020
2,Yes,29-33,Married,,USD,No,1250000.0,32.9,1250000.0,3.5,2300.0,3580.0,,,49-53,Partially,,,Construction,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own,61-70,971000.0,498000.0,73455.0,83344.0,2020
2,Yes,29-33,Married,,USD,No,2500000.0,11.0,3000000.0,3.5,24000.0,100000.0,,,54-58,No,,,Public Administration (Civilian Government),Public agency,Management - Middle / Lower,For an Organization (Employed),,,,Own,81-90,834000.0,383000.0,154050.0,193740.0,2020
1,Yes,18-23,"Single, never married",,USD,No,10000000.0,0.0,10000000.0,3.5,10000000.0,1000000.0,,,64-68,Partially,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Rent,61-70,47750.0,43900.0,50744.0,75000.0,2020
1,Yes,29-33,"In a relationship, but not married",,USD,No,750000.0,18.0,750000.0,4.0,15000.0,30000.0,,,39-43,Undecided,,,Healthcare,Public agency,Professional (licensed / certificated),For an Organization (Employed),,,,Rent,71-80,132500.0,0.0,76535.0,109000.0,2020
2,Yes,24-28,Married,,USD,No,1000000.0,15.0,2000000.0,4.0,0.0,60000.0,,,54-58,Undecided,,,Manufacturing,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,61-70,156000.0,0.0,91000.0,110000.0,2020
1,Yes,49-53,"Single, never married",,USD,Yes,,,,,,,1800000.0,No,54-58,Partially,,,Healthcare,Private corporation,Professional (licensed / certificated),,For an Organization (Employed),,,Own,81-90,3567000.0,340000.0,59000.0,343000.0,2020
1,Yes,24-28,"Single, never married",,USD,No,1000000.0,19.0,1000000.0,4.0,10000.0,40000.0,,,39-43,Yes,,,Professional & Business Services,Private corporation,Information Technology,For an Organization (Employed),,,,Own,61-70,362510.0,145000.0,2090.0,57000.0,2020
2,Yes,34-38,Married,,USD,No,1500000.0,40.0,1500000.0,4.0,30000.0,60000.0,,,Undecided,Undecided,,,Utilities,Public corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,61-70,773643.0,245890.0,160384.0,268000.0,2020
1,Yes,24-28,"Single, never married",,USD,No,4000000.0,1.3,4000000.0,4.0,0.0,60000.0,,,49-53,Partially,,,Information Technology,Private corporation,Program Staff,For an Organization (Employed),,,,Rent,71-80,57000.0,0.0,60220.0,65000.0,2020
2,Yes,29-33,Married,,USD,No,2000000.0,40.0,3000000.0,3.0,0.0,100000.0,,,49-53,Undecided,,,Transportation,Public corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own,81-90,1065000.0,225000.0,165000.0,190000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,2000000.0,25.0,2500000.0,4.0,,50000.0,,,49-53,Undecided,,,Information Technology,Public corporation,General Labor,For an Organization (Employed),,,,Rent,71-80,509000.0,7000.0,65611.0,150000.0,2020
2,Yes,24-28,Married,,USD,No,2000000.0,10.0,5000000.0,3.5,0.0,100000.0,,,39-43,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Own,91-100,0.0,0.0,0.0,,2020
1,Yes,18-23,"In a relationship, but not married",,USD,Yes,,,,,,,2500000.0,No,39-43,No,,,Financial Services,Private corporation,Management - Upper,For an Organization (Employed),For Myself (Self-Employed),For Myself (Self-Employed),,Own,61-70,4110000.0,347000.0,639100.0,600000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,1500000.0,21.0,2800000.0,3.5,0.0,100000.0,,,49-53,Undecided,,,Professional & Business Services,Public corporation,Consultant,For an Organization (Employed),,,,Rent,91-100,325000.0,0.0,64200.0,90000.0,2020
2,Yes,24-28,"In a relationship, but not married",,USD,No,1500000.0,24.0,1500000.0,4.0,40000.0,45000.0,,,49-53,Undecided,,,Public Administration (Civilian Government),Public agency,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,81-90,336000.0,0.0,93720.0,140000.0,2020
2,Yes,34-38,Married,,USD,No,1500000.0,48.0,2500000.0,3.5,24000.0,80000.0,,,54-58,Partially,,,Real Estate,Nonprofit corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,61-70,1457000.0,428000.0,147400.0,130000.0,2020
1,Yes,34-38,Married,,USD,Yes,,,,,,,1200000.0,No,39-43,Partially,,,"Arts, Entertainment, Recreation",Self-employed,Skilled Laborer / Skilled Trade,For Myself (Self-Employed),,,,Own,91-100,2835000.0,237000.0,285000.0,495000.0,2020
1,Yes,24-28,"Single, never married",,USD,No,,,,,,,,,49-53,Yes,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,81-90,107741.0,0.0,15217.0,70724.0,2020
1,Yes,29-33,"Single, never married",,USD,No,1700000.0,16.0,1700000.0,3.5,0.0,60000.0,,,39-43,Undecided,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,636900.0,276000.0,113500.0,112000.0,2020
2,Yes,29-33,Married,,USD,No,,,,4.0,,,,,59-63,Undecided,,,Education,Public agency,Professional (licensed / certificated),For an Organization (Employed),,,,Rent,51-60,105000.0,15000.0,72500.0,107000.0,2020
1,Yes,29-33,Married,,USD,No,1500000.0,73.0,3000000.0,2.5,0.0,43000.0,,,44-48,Partially,,,Education,Public agency,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,81-90,1590000.0,300000.0,190602.0,190000.0,2020
1,Yes,29-33,"Single, never married",,USD,Yes,,,,,,,800000.0,No,39-43,Partially,,,Financial Services,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,51-60,942000.0,100000.0,15400.0,120000.0,2020
1,Yes,54-58,"Single, never married",,USD,Yes,,,,,,,1500000.0,No,59-63,Undecided,,,Healthcare,Nonprofit corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,1646500.0,63970.0,42800.0,73000.0,2020
2,Yes,34-38,Married,,USD,No,5000000.0,10.0,5000000.0,3.5,10000.0,40000.0,,,49-53,Yes,,,Financial Services,Private corporation,Management - Middle / Lower,For an Organization (Employed),,,,Rent,61-70,532000.0,0.0,0.0,,2020
1,Yes,18-23,"Single, never married",,USD,No,3000000.0,0.4,10000000.0,4.0,70000.0,200000.0,,,49-53,No,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Rent,121-130,42000.0,0.0,63400.0,75000.0,2020
2,Yes,39-43,Married,,USD,No,3000000.0,27.0,300000.0,4.0,57000.0,120000.0,,,54-58,Yes,,,Public Administration (Civilian Government),Public agency,Professional (licensed / certificated),For an Organization (Employed),,,,Own,91-100,1300000.0,46000.0,304550.0,180000.0,2020
2,Yes,34-38,Married,,USD,No,1500000.0,20.0,2000000.0,3.0,25000.0,60000.0,,,54-58,Yes,,,Information Technology,Private corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,748500.0,326000.0,168340.0,155000.0,2020
1,Yes,24-28,"Single, never married",,USD,No,700000.0,65.0,2500000.0,4.0,0.0,100000.0,,,34-38,Undecided,,,Information Technology,Public corporation,Consultant,For an Organization (Employed),,For Myself (Self-Employed),,Own,81-90,1025500.0,550000.0,117800.0,110000.0,2020
2,Yes,34-38,Married,,USD,No,1000000.0,15.0,1500000.0,4.0,,50000.0,,,49-53,Partially,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),,For an Organization (Employed),,,Own,81-90,447000.0,0.0,102300.0,150000.0,2020
2,Yes,34-38,Married,,USD,No,3000000.0,66.0,4000000.0,3.0,210000.0,85000.0,,,39-43,Undecided,,,Public Administration (Civilian Government),Public agency,Management - Middle / Lower,For an Organization (Employed),,,,Rent,81-90,3676000.0,750000.0,55600.0,214000.0,2020
2,Yes,49-53,Divorced - Remarried,,USD,No,950000.0,50.0,750000.0,3.5,27000.0,65000.0,,,54-58,Partially,,,Education,Public agency,Professional (licensed / certificated),,For an Organization (Employed),For Myself (Self-Employed),,Own,71-80,1224000.0,331000.0,145000.0,202000.0,2020
2,Yes,29-33,Married,,USD,No,2400000.0,28.0,2400000.0,3.5,12000.0,84000.0,,,49-53,Undecided,,,Manufacturing,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,61-70,1055000.0,226000.0,117000.0,145000.0,2020
2,Yes,49-53,Married,,USD,No,750000.0,40.0,1250000.0,4.0,60000.0,12000.0,,,59-63,Partially,,,Financial Services,Self-employed,Professional (licensed / certificated),,For Myself (Self-Employed),,,Own,61-70,705000.0,122000.0,79000.0,80000.0,2020
1,Yes,34-38,"Single, never married",,USD,No,1500000.0,50.0,3500000.0,4.0,1250000.0,98000.0,,,59-63,Undecided,,,Public Administration (Civilian Government),Public agency,Management - Middle / Lower,For an Organization (Employed),,,,Rent,1-20,570000.0,0.0,94000.0,160000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1250000.0,10.0,1250000.0,3.75,1000.0,40000.0,,,34-38,Undecided,,,Information Technology,Private corporation,Information Technology,For an Organization (Employed),,,,Rent,61-70,91000.0,33000.0,103000.0,97000.0,2020
1,Yes,29-33,"In a relationship, but not married",,USD,No,3000000.0,60.0,,3.0,,50000.0,,,39-43,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,For Myself (Self-Employed),,Rent,61-70,1375000.0,0.0,800.0,400000.0,2020
2,Yes,39-43,Married,,USD,No,2400000.0,75.0,3500000.0,3.5,30000.0,120000.0,,,44-48,Undecided,,,Professional & Business Services,Public corporation,Marketing,For an Organization (Employed),,,,Own,81-90,6800000.0,7400000.0,560000.0,560000.0,2020
1,Yes,29-33,"In a relationship, but not married",,USD,Yes,,,,,,,2500000.0,No,Undecided,Partially,,,Financial Services,Private corporation,,For an Organization (Employed),,,,Rent,71-80,8170000.0,0.0,251200.0,500000.0,2020
2,Yes,39-43,Married,,USD,No,2500000.0,33.0,2000000.0,3.5,60000.0,75000.0,,,49-53,Yes,,,Information Technology,Private corporation,Management - Middle / Lower,For an Organization (Employed),,For Myself (Self-Employed),,Own,61-70,1845000.0,920000.0,121400.0,150000.0,2020
2,Yes,18-23,Married,,USD,No,750000.0,5.0,1000000.0,3.0,0.0,0.0,,,39-43,Undecided,,,Professional & Business Services,Public corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Rent,61-70,38800.0,0.0,44100.0,43000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,2250000.0,9.0,2250000.0,3.5,18000.0,80000.0,,,44-48,Undecided,,,Information Technology,Public corporation,Program Staff,For an Organization (Employed),,,,Rent,91-100,228000.0,0.0,130600.0,200000.0,2020
2,Yes,24-28,Married,,USD,No,2000000.0,5.0,2000000.0,3.5,,,,,49-53,No,,,Other Services,Private corporation,General Labor,For an Organization (Employed),,,,Rent,71-80,110000.0,0.0,54600.0,84000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,1000000.0,14.0,,,15000.0,50000.0,,,Undecided,Undecided,,,Financial Services,Private corporation,Information Technology,For an Organization (Employed),,,,Rent,61-70,160000.0,15000.0,108500.0,108500.0,2020
2,Yes,34-38,Married,,USD,No,750000.0,53.0,1750000.0,4.0,15000.0,70000.0,,,44-48,Partially,,,"Arts, Entertainment, Recreation",Nonprofit corporation,Administrative staff,For an Organization (Employed),,,,Own,81-90,525000.0,120000.0,63400.0,70000.0,2020
2,Yes,29-33,Married,,USD,No,1900000.0,95.0,1900000.0,4.0,,70000.0,,,29-33,Partially,,,Construction,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own,61-70,2431509.0,640500.0,84000.0,280000.0,2020
2,Yes,39-43,Married,,USD,No,2500000.0,30.0,3000000.0,3.0,15000.0,90000.0,,,54-58,Undecided,,,Information Technology,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,71-80,1539000.0,92000.0,150200.0,155000.0,2020
1,Yes,39-43,"Single, never married",,USD,No,2000000.0,75.0,2000000.0,4.0,1000.0,20000.0,,,44-48,Partially,,,Leisure & Hospitality,Nonprofit corporation,Customer Service,,,,For an Organization (Employed),Own,91-100,2143158.0,399000.0,46707.0,55701.0,2020
2,Yes,29-33,Married,,USD,No,2400000.0,,,4.0,,100000.0,,,59-63,Partially,,,Financial Services,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own,71-80,655000.0,313000.0,53400.0,115000.0,2020
2,Yes,34-38,Married,,USD,No,1600000.0,30.0,2400000.0,3.5,10000.0,80000.0,,,39-43,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,91-100,500000.0,0.0,234950.0,250000.0,2020
2,Yes,24-28,Married,,USD,No,4300000.0,30.0,4000000.0,3.5,0.0,100000.0,,,39-43,Yes,,,Healthcare,Private corporation,Information Technology,For an Organization (Employed),,For Myself (Self-Employed),,Rent,71-80,1687000.0,0.0,115800.0,110000.0,2020
2,Yes,24-28,Married,,USD,No,2500000.0,60.0,3500000.0,2.8,0.0,100000.0,,,Undecided,No,,,Professional & Business Services,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,81-90,2100000.0,600000.0,500000.0,500000.0,2020
1,Yes,24-28,"Single, never married",,USD,No,3000000.0,19.0,10000000.0,3.5,40000.0,200000.0,,,44-48,No,,,Professional & Business Services,Public corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Rent,91-100,645000.0,0.0,131000.0,130000.0,2020
2,Yes,34-38,Married,,USD,No,2400000.0,33.0,2400000.0,3.5,100000.0,0.0,,,49-53,Yes,,,Public Administration (Civilian Government),Public agency,Management - Middle / Lower,For an Organization (Employed),,,,Own,91-100,2819000.0,0.0,153800.0,205000.0,2020
2,Yes,29-33,Married,,USD,No,1000000.0,14.0,750000.0,5.0,55000.0,30000.0,,,49-53,Undecided,,,Military,Public agency,Management - Middle / Lower,For an Organization (Employed),,,,Rent,71-80,241000.0,0.0,64144.0,75000.0,2020
1,Yes,39-43,Married,,USD,No,4000000.0,45.0,4000000.0,2.0,40000.0,80000.0,,,44-48,Undecided,,,Healthcare,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own,101-110,2636000.0,200000.0,272811.0,300000.0,2020
2,Yes,44-48,Married,,USD,No,2500000.0,70.0,2500000.0,4.0,62000.0,100000.0,,,54-58,Yes,,,Financial Services,Public corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,2260000.0,325000.0,220000.0,220000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,1700000.0,10.0,1700000.0,3.0,20000.0,50000.0,,,39-43,Yes,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,71-80,202000.0,14000.0,185100.0,181600.0,2020
2,Yes,29-33,Married,,USD,No,5625000.0,38.0,5625000.0,4.0,60000.0,225000.0,,,39-43,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,3725887.0,1228472.0,779296.0,1040000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1200000.0,31.0,3200000.0,4.0,,96000.0,,,49-53,Undecided,,,Manufacturing,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,61-70,372000.0,0.0,7200.0,55000.0,2020
1,Yes,34-38,"Single, never married",,USD,No,1500000.0,20.0,2000000.0,3.75,24000.0,60000.0,,,54-58,Partially,,,Manufacturing,Public corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Live with family or friends,121-130,340000.0,0.0,2720.0,85000.0,2020
1,Yes,29-33,"In a relationship, but not married",,USD,Yes,,,,,,,2000000.0,Yes,,,2.0,40000.0,Information Technology,Private corporation,Information Technology,,,,For Myself (Self-Employed),Own,101-110,3845000.0,0.0,1304000.0,1300000.0,2020
2,Yes,29-33,Married,,USD,No,1500000.0,0.0,1500000.0,4.0,10000.0,30000.0,,,54-58,Undecided,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,71-80,49000.0,200000.0,87000.0,180000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,750000.0,13.0,1000000.0,3.5,24000.0,45000.0,,,34-38,No,,,Information Technology,Private corporation,Consultant,For an Organization (Employed),,,,Own,71-80,334500.0,222400.0,78835.0,86120.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,2000000.0,5.0,2000000.0,3.0,60000.0,60000.0,,,54-58,Partially,,,Education,Public agency,Program Staff,For an Organization (Employed),,,,Own,61-70,162000.0,55000.0,31900.0,30000.0,2020
2,Yes,24-28,Married,,USD,No,1500000.0,38.0,2000000.0,3.5,40000.0,60000.0,,,29-33,Partially,,,Manufacturing,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,71-80,920500.0,242000.0,148275.0,225578.0,2020
